"","carat","cut","color","clarity","depth","table","price","x","y","z","volume","PA","CA","VA"
"279",0.81,"Ideal","F","SI2",62.6,55,2795,5.92,5.96,3.72,131.253504,0,0,0
"280",0.72,"Good","F","VS1",60.7,60,2795,5.74,5.72,3.48,114.258144,0,0,0
"281",0.72,"Premium","D","SI2",62,60,2795,5.73,5.69,3.54,115.417098,0,0,0
"282",0.72,"Premium","I","IF",63,57,2795,5.72,5.7,3.6,117.3744,0,0,0
"283",0.81,"Premium","H","VS2",58,59,2795,6.17,6.13,3.57,135.024897,0,0,0
"284",0.72,"Premium","G","VS2",62.9,57,2795,5.73,5.65,3.58,115.90071,0,0,0
"285",1,"Premium","I","SI2",58.2,60,2795,6.61,6.55,3.83,165.821765,0,0,0
"286",0.73,"Good","E","SI1",63.2,58,2796,5.7,5.76,3.62,118.85184,0,0,0
"287",0.81,"Very Good","H","SI2",61.3,59,2797,5.94,6.01,3.66,130.659804,0,0,0
"288",0.81,"Very Good","E","SI1",60.3,60,2797,6.07,6.1,3.67,135.88909,0,0,0
"289",0.71,"Premium","D","SI1",62.7,60,2797,5.67,5.71,3.57,115.581249,0,0,0
"290",0.71,"Premium","D","SI1",61.3,58,2797,5.73,5.75,3.52,115.9752,0,0,0
"291",0.71,"Premium","D","SI1",61.6,60,2797,5.74,5.69,3.52,114.965312,0,0,0
"292",0.57,"Ideal","F","VVS2",61.9,55,2797,5.34,5.35,3.31,94.56339,0,0,0
"293",0.51,"Ideal","D","VVS1",61.7,56,2797,5.12,5.16,3.17,83.748864,0,0,0
"294",0.72,"Ideal","G","VS2",61.9,58,2797,5.72,5.75,3.55,116.7595,0,0,0
"295",0.74,"Ideal","H","VS1",61.8,58,2797,5.77,5.81,3.58,120.014846,0,0,0
"296",0.74,"Ideal","H","VS1",61.6,56,2797,5.81,5.82,3.58,121.054836,0,0,0
"297",0.7,"Fair","G","VVS1",58.8,66,2797,5.81,5.9,3.44,117.91976,0,0,0
"298",0.8,"Premium","F","SI2",61,57,2797,6.03,6.01,3.67,133.001901,0,0,0
"299",1.01,"Fair","E","SI2",67.4,60,2797,6.19,6.05,4.13,154.666435,0,0,0
"300",0.8,"Very Good","H","VS2",63.4,60,2797,5.92,5.82,3.72,128.170368,0,0,0
"301",0.77,"Ideal","I","VS1",61.5,59,2798,5.87,5.91,3.62,125.583954,0,0,0
"302",0.83,"Very Good","E","SI2",58,62,2799,6.19,6.25,3.61,139.661875,0,0,0
"303",0.82,"Ideal","F","SI2",62.4,54,2799,5.97,6.02,3.74,134.413356,0,0,0
"304",0.78,"Ideal","D","SI1",61.9,57,2799,5.91,5.86,3.64,126.062664,0,0,0
"305",0.6,"Very Good","G","IF",61.6,56,2800,5.43,5.46,3.35,99.32013,0,0,0
"306",0.9,"Good","I","SI2",62.2,59,2800,6.07,6.11,3.79,140.562383,0,0,0
"307",0.7,"Premium","E","VS1",62.2,58,2800,5.6,5.66,3.5,110.936,0,0,0
"308",0.9,"Very Good","I","SI2",61.3,56,2800,6.17,6.23,3.8,146.06858,0,0,0
"309",0.83,"Ideal","G","SI1",62.3,57,2800,5.99,6.08,3.76,136.936192,0,0,0
"310",0.83,"Ideal","G","SI1",61.8,57,2800,6.03,6.07,3.74,136.891854,0,0,0
"311",0.83,"Very Good","H","SI1",62.5,59,2800,5.95,6.02,3.74,133.96306,0,0,0
"312",0.74,"Premium","G","VS1",62.9,60,2800,5.74,5.68,3.59,117.045488,0,0,0
"313",0.79,"Ideal","I","VS1",61.8,59,2800,5.92,5.95,3.67,129.27208,0,0,0
"314",0.61,"Ideal","G","IF",62.3,56,2800,5.43,5.45,3.39,100.321965,0,0,0
"315",0.76,"Fair","G","VS1",59,70,2800,5.89,5.8,3.46,118.20052,0,0,0
"316",0.96,"Ideal","F","I1",60.7,55,2801,6.37,6.41,3.88,158.426996,0,0,0
"317",0.73,"Ideal","F","VS2",62.5,55,2801,5.8,5.76,3.61,120.60288,0,0,0
"318",0.73,"Premium","F","VS2",62.7,58,2801,5.76,5.7,3.59,117.86688,0,0,0
"319",0.75,"Ideal","H","SI1",60.4,57,2801,5.93,5.96,3.59,126.880652,0,0,0
"320",0.71,"Premium","F","VS2",62.1,58,2801,5.7,5.67,3.53,114.08607,0,0,0
"321",0.71,"Good","F","VS2",57.8,60,2801,5.9,5.87,3.4,117.7522,0,0,0
"322",0.71,"Good","F","VS2",63.8,58,2801,5.64,5.61,3.59,113.589036,0,0,0
"323",0.71,"Premium","F","VS2",62.8,57,2801,5.69,5.64,3.56,114.246096,0,0,0
"324",1.04,"Premium","G","I1",62.2,58,2801,6.46,6.41,4,165.6344,0,1,0
"325",1,"Premium","J","SI2",62.3,58,2801,6.45,6.34,3.98,162.75414,0,0,0
"326",0.87,"Very Good","G","SI2",59.9,58,2802,6.19,6.23,3.72,143.456964,0,0,0
"327",0.53,"Ideal","F","IF",61.9,54,2802,5.22,5.25,3.24,88.7922,0,0,0
"328",0.72,"Premium","E","VS2",63,55,2802,5.79,5.61,3.59,116.610021,0,0,0
"329",0.72,"Premium","F","VS1",62.4,58,2802,5.83,5.7,3.6,119.6316,0,0,0
"330",0.7,"Very Good","F","VS2",62.9,58,2803,5.63,5.65,3.55,112.923725,0,0,0
"331",0.74,"Very Good","E","SI1",63.5,56,2803,5.74,5.79,3.66,121.638636,0,0,0
"332",0.71,"Ideal","G","VS2",61.3,56,2803,5.75,5.71,3.51,115.242075,0,0,0
"333",0.73,"Ideal","E","SI1",60.6,54,2803,5.84,5.89,3.55,122.11148,0,0,0
"334",0.7,"Good","G","VS1",65.1,58,2803,5.56,5.59,3.63,112.821852,0,0,0
"335",0.71,"Premium","F","VS2",62.6,58,2803,5.7,5.67,3.56,115.05564,0,0,0
"336",0.71,"Premium","F","VS2",58,62,2803,5.85,5.81,3.38,114.88113,0,0,0
"337",0.71,"Premium","G","VS1",62.4,61,2803,5.7,5.65,3.54,114.0057,0,0,0
"338",0.77,"Premium","G","VS2",61.3,57,2803,5.93,5.88,3.62,126.223608,0,0,0
"339",0.71,"Premium","G","VS2",59.9,60,2803,5.81,5.77,3.47,116.327239,0,0,0
"340",0.78,"Premium","G","VS2",60.8,58,2803,6.03,5.95,3.64,130.59774,0,0,0
"341",0.71,"Very Good","G","VS1",63.5,55,2803,5.66,5.64,3.59,114.601416,0,0,0
"342",0.91,"Ideal","D","SI2",62.2,57,2803,6.21,6.15,3.85,147.037275,0,0,0
"343",0.71,"Very Good","E","VS2",63.8,58,2804,5.62,5.66,3.6,114.51312,0,0,0
"344",0.71,"Very Good","E","VS2",64,57,2804,5.66,5.68,3.63,116.700144,0,0,0
"345",0.8,"Very Good","E","SI2",62.5,56,2804,5.88,5.96,3.7,129.66576,0,0,0
"346",0.7,"Very Good","D","SI1",62.3,58,2804,5.69,5.73,3.56,116.069172,0,0,0
"347",0.72,"Ideal","F","VS1",61.7,57,2804,5.74,5.77,3.55,117.57529,0,0,0
"348",0.72,"Very Good","F","VS1",62.2,58,2804,5.75,5.7,3.56,116.679,0,0,0
"349",0.82,"Ideal","H","VS2",61.5,56,2804,6.01,6.08,3.72,135.931776,0,0,0
"350",0.7,"Ideal","D","SI1",61,59,2804,5.68,5.7,3.47,112.34472,0,0,0
"351",0.72,"Ideal","D","SI1",62.2,56,2804,5.74,5.77,3.58,118.568884,0,0,0
"352",0.72,"Ideal","D","SI1",61.5,54,2804,5.77,5.8,3.56,119.13896,0,0,0
"353",0.9,"Fair","I","SI1",67.3,59,2804,5.93,5.84,3.96,137.139552,0,0,0
"354",0.74,"Premium","F","VS2",61.7,58,2805,5.85,5.78,3.59,121.38867,0,0,0
"355",0.74,"Premium","F","VS2",61.9,56,2805,5.8,5.77,3.58,119.80828,0,0,0
"356",0.73,"Ideal","E","SI2",61.8,58,2805,5.77,5.81,3.58,120.014846,0,0,0
"357",0.57,"Fair","E","VVS1",58.7,66,2805,5.34,5.43,3.16,91.627992,0,0,0
"358",0.73,"Premium","F","VS2",62.5,57,2805,5.75,5.7,3.58,117.3345,0,0,0
"359",0.72,"Ideal","G","VS2",62.8,56,2805,5.74,5.7,3.59,117.45762,0,0,0
"360",0.74,"Fair","F","VS2",61.1,68,2805,5.82,5.75,3.53,118.13145,0,0,0
"361",0.82,"Good","G","VS2",64,57,2805,5.92,5.89,3.78,131.804064,0,0,0
"362",0.81,"Very Good","G","SI1",62.5,60,2806,5.89,5.94,3.69,129.100554,0,0,0
"363",0.75,"Very Good","H","VVS1",60.6,58,2806,5.85,5.9,3.56,122.8734,0,0,0
"364",0.7,"Ideal","F","SI1",61.6,55,2806,5.72,5.74,3.53,115.899784,0,0,0
"365",0.71,"Very Good","F","VS1",62.2,58,2807,5.66,5.72,3.54,114.608208,0,0,0
"366",0.71,"Very Good","F","VS1",60,57,2807,5.84,5.9,3.52,121.28512,0,0,0
"367",0.93,"Premium","J","SI2",61.9,57,2807,6.21,6.19,3.84,147.609216,0,0,0
"368",0.8,"Very Good","H","VS2",62.8,57,2808,5.87,5.91,3.7,128.35929,0,0,0
"369",0.7,"Very Good","F","VS1",62,57,2808,5.64,5.71,3.52,113.359488,0,0,0
"370",1,"Fair","G","I1",66.4,59,2808,6.16,6.09,4.07,152.683608,0,0,0
"371",0.75,"Very Good","G","VS2",63.4,56,2808,5.78,5.74,3.65,121.09678,0,0,0
"372",0.58,"Ideal","E","VVS2",60.9,56,2808,5.41,5.43,3.3,96.94179,0,0,0
"373",0.73,"Very Good","D","SI1",63.1,57,2808,5.74,5.7,3.61,118.11198,0,0,0
"374",0.81,"Very Good","F","SI1",63.1,59,2809,5.85,5.79,3.67,124.308405,0,0,0
"375",0.81,"Premium","D","SI2",59.2,57,2809,6.15,6.05,3.61,134.319075,0,0,0
"376",0.71,"Premium","F","SI1",60.7,54,2809,5.84,5.8,3.53,119.56816,0,0,0
"377",1.2,"Fair","F","I1",64.6,56,2809,6.73,6.66,4.33,194.078394,0,1,1
"378",0.7,"Very Good","F","VS1",61.8,56,2810,5.63,5.7,3.5,112.3185,0,0,0
"379",0.7,"Very Good","F","VS1",59.9,60,2810,5.77,5.84,3.48,117.264864,0,0,0
"380",0.74,"Ideal","D","SI2",61.7,55,2810,5.81,5.85,3.6,122.3586,0,0,0
"381",0.7,"Good","F","VS1",62.8,61,2810,5.57,5.61,3.51,109.679427,0,0,0
"382",0.8,"Good","G","SI1",62.7,57,2810,5.84,5.93,3.69,127.789128,0,0,0
"383",0.75,"Very Good","F","SI1",63.4,58,2811,5.72,5.76,3.64,119.927808,0,0,0
"384",0.83,"Very Good","D","SI1",63.5,54,2811,5.98,5.95,3.79,134.85199,0,0,0
"385",1,"Fair","J","VS2",65.7,59,2811,6.14,6.07,4.01,149.451898,0,0,0
"386",0.99,"Fair","I","SI2",68.1,56,2811,6.21,6.06,4.18,157.304268,0,0,0
"387",0.7,"Very Good","G","VS1",63,60,2812,5.57,5.64,3.53,110.894244,0,0,0
"388",0.7,"Very Good","F","VS2",59.5,58,2812,5.75,5.85,3.45,116.049375,0,0,0
"389",0.7,"Good","E","SI1",63.5,59,2812,5.49,5.53,3.5,106.25895,0,0,0
"390",0.7,"Very Good","F","VS2",61.7,58,2812,5.63,5.69,3.49,111.801103,0,0,0
"391",0.32,"Premium","I","SI1",62.7,58,554,4.37,4.34,2.73,51.776634,0,0,0
"392",0.32,"Premium","I","SI1",62.8,58,554,4.39,4.34,2.74,52.204124,0,0,0
"393",0.32,"Ideal","I","SI1",62.4,57,554,4.37,4.35,2.72,51.70584,0,0,0
"394",0.32,"Premium","I","SI1",61,59,554,4.39,4.36,2.67,51.104868,0,0,0
"395",0.32,"Very Good","I","SI1",63.1,56,554,4.39,4.36,2.76,52.827504,0,0,0
"396",0.32,"Ideal","I","SI1",60.7,57,554,4.47,4.42,2.7,53.34498,0,0,0
"397",0.3,"Premium","H","SI1",60.9,59,554,4.31,4.29,2.62,48.443538,0,0,0
"398",0.3,"Premium","H","SI1",60.1,55,554,4.41,4.38,2.64,50.993712,0,0,0
"399",0.3,"Premium","H","SI1",62.9,58,554,4.28,4.24,2.68,48.634496,0,0,0
"400",0.3,"Very Good","H","SI1",63.3,56,554,4.29,4.27,2.71,49.642593,0,0,0
"401",0.3,"Good","H","SI1",63.8,55,554,4.26,4.2,2.7,48.3084,0,0,0
"402",0.3,"Ideal","H","SI1",62.9,57,554,4.27,4.22,2.67,48.111798,0,0,0
"403",0.3,"Very Good","H","SI1",63.4,60,554,4.25,4.23,2.69,48.359475,0,0,0
"404",0.32,"Good","I","SI1",63.9,55,554,4.36,4.34,2.78,52.604272,0,0,0
"405",0.33,"Ideal","H","SI2",61.4,56,554,4.85,4.79,2.95,68.532925,0,0,0
"406",0.29,"Very Good","E","VS1",61.9,55,555,4.28,4.33,2.66,49.296184,0,0,0
"407",0.29,"Very Good","E","VS1",62.4,55,555,4.2,4.25,2.63,46.9455,0,0,0
"408",0.31,"Very Good","F","SI1",61.8,58,555,4.32,4.35,2.68,50.36256,0,0,0
"409",0.34,"Ideal","H","VS2",61.5,56,555,4.47,4.5,2.76,55.5174,0,0,0
"410",0.34,"Ideal","H","VS2",60.4,57,555,4.54,4.57,2.75,57.05645,0,0,0
"411",0.34,"Ideal","I","VS1",61.8,55,555,4.48,4.52,2.78,56.293888,0,0,0
"412",0.34,"Ideal","I","VS1",62,56,555,4.5,4.53,2.8,57.078,0,0,0
"413",0.3,"Ideal","G","VS1",62.3,56,555,4.29,4.31,2.68,49.552932,0,0,0
"414",0.29,"Ideal","F","VS1",61.6,56,555,4.26,4.31,2.64,48.471984,0,0,0
"415",0.35,"Ideal","G","SI1",60.6,56,555,4.56,4.58,2.77,57.850896,0,0,0
"416",0.43,"Very Good","E","I1",58.4,62,555,4.94,5,2.9,71.63,0,0,0
"417",0.32,"Very Good","F","VS2",61.4,58,556,4.37,4.42,2.7,52.15158,0,0,0
"418",0.36,"Ideal","I","VS2",61.9,56,556,4.54,4.57,2.82,58.508796,0,0,0
"419",0.3,"Ideal","G","VS2",62,56,556,4.28,4.3,2.66,48.95464,0,0,0
"420",0.26,"Ideal","E","VS1",61.5,57,556,4.09,4.12,2.52,42.464016,0,0,0
"421",0.7,"Very Good","F","VS2",62.3,58,2812,5.64,5.72,3.54,114.203232,0,0,0
"422",0.7,"Very Good","F","VS2",60.9,61,2812,5.66,5.71,3.46,111.822356,0,0,0
"423",0.71,"Ideal","D","SI1",62.4,57,2812,5.69,5.72,3.56,115.866608,0,0,0
"424",0.99,"Fair","J","SI1",55,61,2812,6.72,6.67,3.68,164.946432,0,0,0
"425",0.73,"Premium","E","VS2",58.6,60,2812,5.92,5.89,3.46,120.646048,0,0,0
"426",0.51,"Ideal","F","VVS1",62,57,2812,5.15,5.11,3.18,83.68647,0,0,0
"427",0.91,"Premium","G","SI2",59.8,58,2813,6.3,6.29,3.77,149.39379,0,0,0
"428",0.84,"Very Good","E","SI1",63.4,55,2813,6,5.95,3.79,135.303,0,0,0
"429",0.91,"Good","I","VS2",64.3,58,2813,6.09,6.05,3.9,143.69355,0,0,0
"430",0.76,"Premium","E","SI1",62.2,59,2814,5.86,5.81,3.63,123.589158,0,0,0
"431",0.76,"Ideal","E","SI1",61.7,57,2814,5.88,5.85,3.62,124.52076,0,0,0
"432",0.75,"Premium","E","SI1",61.1,59,2814,5.86,5.83,3.57,121.964766,0,0,0
"433",0.55,"Very Good","D","VVS1",61.5,56,2815,5.23,5.27,3.23,89.025583,0,0,0
"434",0.76,"Very Good","F","SI2",58.5,62,2815,5.93,6.01,3.49,124.381157,0,0,0
"435",0.74,"Premium","G","VS1",61.7,58,2815,5.79,5.81,3.58,120.430842,0,0,0
"436",0.7,"Ideal","H","SI1",60.4,56,2815,5.75,5.81,3.49,116.592175,0,0,0
"437",0.7,"Ideal","H","SI1",61.4,56,2815,5.7,5.76,3.52,115.56864,0,0,0
"438",0.7,"Ideal","H","SI1",61.5,55,2815,5.73,5.79,3.54,117.445518,0,0,0
"439",0.7,"Ideal","H","SI1",61.4,56,2815,5.72,5.77,3.53,116.505532,0,0,0
"440",0.9,"Fair","J","VS2",65,56,2815,6.08,6.04,3.94,144.689408,0,0,0
"441",0.95,"Fair","F","SI2",56,60,2815,6.62,6.53,3.68,159.081248,0,0,0
"442",0.89,"Premium","H","SI2",60.2,59,2815,6.26,6.23,3.76,146.639248,0,0,0
"443",0.72,"Premium","E","VS2",58.3,58,2815,5.99,5.92,3.47,123.048976,0,0,0
"444",0.96,"Fair","E","SI2",53.1,63,2815,6.73,6.65,3.55,158.878475,0,0,0
"445",1.02,"Premium","G","I1",60.3,58,2815,6.55,6.5,3.94,167.7455,0,0,0
"446",0.78,"Very Good","I","VVS2",61.4,56,2816,5.91,5.95,3.64,127.99878,0,0,0
"447",0.61,"Ideal","G","VVS2",60.1,57,2816,5.52,5.54,3.32,101.528256,0,0,0
"448",0.71,"Good","D","VS1",63.4,55,2816,5.61,5.69,3.58,114.276822,0,0,0
"449",0.78,"Premium","F","SI1",61.5,59,2816,5.96,5.88,3.64,127.563072,0,0,0
"450",0.87,"Ideal","H","SI2",62.7,56,2816,6.16,6.13,3.85,145.37908,0,0,0
"451",0.83,"Ideal","H","SI1",62.5,55,2816,6.04,6,3.76,136.2624,0,0,0
"452",0.71,"Premium","E","SI1",61.3,56,2817,5.78,5.73,3.53,116.911482,0,0,0
"453",0.71,"Ideal","I","VVS2",60.2,56,2817,5.84,5.89,3.53,121.423528,0,0,0
"454",0.71,"Ideal","E","VS2",62.7,57,2817,5.66,5.64,3.54,113.005296,0,0,0
"455",0.71,"Premium","E","VS2",62.3,58,2817,5.69,5.65,3.53,113.484205,0,0,0
"456",0.63,"Ideal","F","VVS2",61.5,56,2817,5.48,5.52,3.38,102.243648,0,0,0
"457",0.71,"Premium","E","SI1",59.2,59,2817,5.86,5.83,3.46,118.206748,0,0,0
"458",0.71,"Premium","E","SI1",61.8,59,2817,5.75,5.7,3.54,116.0235,0,0,0
"459",0.71,"Ideal","E","SI1",61.3,55,2817,5.77,5.72,3.52,116.175488,0,0,0
"460",0.71,"Premium","E","SI1",61.4,58,2817,5.77,5.73,3.53,116.709213,0,0,0
"461",0.9,"Ideal","J","VS2",62.8,55,2817,6.2,6.16,3.88,148.18496,0,0,0
"462",0.71,"Good","E","SI1",62.8,64,2817,5.6,5.54,3.5,108.584,0,0,0
"463",0.7,"Premium","E","VS2",62.4,61,2818,5.66,5.63,3.52,112.167616,0,0,0
"464",0.7,"Premium","E","VS2",59.3,60,2818,5.78,5.73,3.41,112.937154,0,0,0
"465",0.7,"Premium","E","VS2",63,60,2818,5.64,5.6,3.54,111.80736,0,0,0
"466",1,"Premium","H","I1",61.3,60,2818,6.43,6.39,3.93,161.474661,0,0,0
"467",0.86,"Premium","F","SI2",59.3,62,2818,6.36,6.22,3.73,147.555816,0,0,0
"468",0.8,"Ideal","H","SI1",61,57,2818,6.07,6,3.68,134.0256,0,0,0
"469",0.7,"Ideal","E","VS1",62.9,57,2818,5.66,5.61,3.54,112.404204,0,0,0
"470",0.7,"Premium","E","VS1",59.6,57,2818,5.91,5.83,3.5,120.59355,0,0,0
"471",0.7,"Premium","F","VS2",61.8,60,2818,5.69,5.64,3.5,112.3206,0,0,0
"472",0.7,"Premium","E","VS1",62.7,57,2818,5.68,5.64,3.55,113.72496,0,0,0
"473",1,"Fair","H","SI2",65.3,62,2818,6.34,6.12,4.08,158.307264,0,0,0
"474",0.72,"Very Good","G","VS1",63.8,58,2819,5.64,5.68,3.61,115.647072,0,0,0
"475",0.72,"Ideal","H","VS1",62.3,56,2819,5.73,5.77,3.58,118.362318,0,0,0
"476",0.7,"Good","F","VS1",59.7,63,2819,5.76,5.79,3.45,115.05888,0,0,0
"477",0.86,"Good","F","SI2",64.3,60,2819,5.97,5.95,3.83,136.047345,0,0,0
"478",0.71,"Ideal","G","VS1",62.9,58,2820,5.66,5.69,3.57,114.973278,0,0,0
"479",0.75,"Ideal","E","SI1",62,57,2821,5.8,5.78,3.59,120.35116,0,0,0
"480",0.73,"Premium","E","VS2",61.6,59,2821,5.77,5.73,3.54,117.039834,0,0,0
"481",0.53,"Ideal","E","VVS1",61.9,55,2821,5.2,5.21,3.22,87.23624,0,0,0
"482",0.73,"Premium","E","SI1",61.3,58,2821,5.83,5.76,3.55,119.21184,0,0,0
"483",0.73,"Good","E","SI1",63.6,57,2821,5.72,5.7,3.63,118.35252,0,0,0
"484",0.73,"Premium","E","SI1",59.6,61,2821,5.92,5.85,3.51,121.55832,0,0,0
"485",0.73,"Premium","E","SI1",62.2,59,2821,5.77,5.68,3.56,116.674016,0,0,0
"486",0.73,"Premium","D","SI1",61.7,55,2821,5.84,5.82,3.6,122.35968,0,0,0
"487",0.73,"Very Good","E","SI1",63.2,58,2821,5.76,5.7,3.62,118.85184,0,0,0
"488",0.7,"Premium","E","VS1",60.8,60,2822,5.74,5.71,3.48,114.058392,0,0,0
"489",0.72,"Premium","E","VS2",60.3,59,2822,5.84,5.8,3.51,118.89072,0,0,0
"490",0.72,"Premium","E","VS2",60.9,60,2822,5.8,5.76,3.52,117.59616,0,0,0
"491",0.72,"Premium","E","VS2",62.4,59,2822,5.77,5.7,3.58,117.74262,0,0,0
"492",0.7,"Premium","E","VS2",60.2,60,2822,5.73,5.7,3.44,112.35384,0,0,0
"493",0.6,"Ideal","F","VVS2",62,55,2822,5.37,5.4,3.34,96.85332,0,0,0
"494",0.74,"Ideal","I","VVS1",60.8,57,2822,5.85,5.89,3.57,123.009705,0,0,0
"495",0.73,"Ideal","F","SI1",62.1,55,2822,5.75,5.78,3.58,118.9813,0,0,0
"496",0.71,"Premium","D","SI1",62.7,60,2822,5.71,5.67,3.57,115.581249,0,0,0
"497",0.71,"Premium","D","SI1",61.3,58,2822,5.75,5.73,3.52,115.9752,0,0,0
"498",0.7,"Premium","D","SI1",60.2,60,2822,5.82,5.75,3.48,116.4582,0,0,0
"499",0.7,"Ideal","D","SI1",60.7,56,2822,5.75,5.72,3.48,114.4572,0,0,0
"500",0.9,"Good","J","VS2",64,61,2822,6.04,6.03,3.86,140.585832,0,0,0
"501",0.71,"Ideal","D","SI1",60.2,56,2822,5.86,5.83,3.52,120.256576,0,0,0
"502",0.7,"Premium","E","VS2",61.5,59,2822,5.73,5.68,3.51,114.237864,0,0,0
"503",0.7,"Premium","E","VS2",62.6,56,2822,5.71,5.66,3.56,115.054216,0,0,0
"504",0.7,"Ideal","D","SI1",59.7,58,2822,5.82,5.77,3.46,116.191644,0,0,0
"505",0.7,"Good","E","SI1",61.4,64,2822,5.71,5.66,3.49,112.791914,0,0,0
"506",0.7,"Ideal","D","SI1",62.5,57,2822,5.62,5.59,3.51,110.269458,0,0,0
"507",0.7,"Ideal","D","SI1",61.8,56,2822,5.73,5.63,3.51,113.232249,0,0,0
"508",0.7,"Premium","E","VS2",60.7,62,2822,5.72,5.68,3.46,112.414016,0,0,0
"509",0.7,"Premium","F","VS2",60.6,58,2822,5.8,5.72,3.49,115.78424,0,0,0
"510",0.7,"Ideal","D","SI1",61.4,54,2822,5.75,5.71,3.52,115.5704,0,0,0
"511",0.79,"Very Good","D","SI2",62.8,59,2823,5.86,5.9,3.69,127.57806,0,0,0
"512",0.9,"Good","I","SI1",63.8,57,2823,6.06,6.13,3.89,144.504942,0,0,0
"513",0.71,"Premium","E","VS2",62.3,58,2823,5.71,5.66,3.54,114.407844,0,0,0
"514",0.61,"Ideal","E","VVS2",61.3,54,2823,5.51,5.59,3.4,104.72306,0,0,0
"515",0.9,"Fair","H","SI2",65.8,54,2823,6.05,5.98,3.96,143.26884,0,0,0
"516",0.71,"Ideal","E","SI1",60.5,56,2823,5.77,5.73,3.47,114.725487,0,0,0
"517",0.71,"Premium","D","VS2",61.2,59,2824,5.74,5.69,3.5,114.3121,0,0,0
"518",0.77,"Ideal","I","VVS2",62.1,57,2824,5.84,5.86,3.63,124.227312,0,0,0
"519",0.74,"Good","E","VS1",63.1,58,2824,5.73,5.75,3.62,119.26995,0,0,0
"520",0.82,"Ideal","F","SI2",62.4,54,2824,6.02,5.97,3.74,134.413356,0,0,0
"521",0.82,"Premium","E","SI2",60.8,60,2824,6.05,6.03,3.67,133.887105,0,0,0
"522",0.71,"Premium","G","VS1",62.2,59,2825,5.73,5.66,3.54,114.808572,0,0,0
"523",0.83,"Premium","H","SI1",60,59,2825,6.08,6.05,3.64,133.89376,0,0,0
"524",0.73,"Very Good","G","VS1",62,57,2825,5.75,5.8,3.58,119.393,0,0,0
"525",0.83,"Premium","H","SI1",62.5,59,2825,6.02,5.95,3.74,133.96306,0,0,0
"526",1.17,"Premium","J","I1",60.2,61,2825,6.9,6.83,4.13,194.63451,0,1,1
"527",0.91,"Fair","H","SI2",61.3,67,2825,6.24,6.19,3.81,147.163536,0,0,0
"528",0.73,"Premium","E","VS1",62.6,60,2826,5.75,5.68,3.58,116.9228,0,0,0
"529",0.7,"Good","E","VS1",57.2,59,2826,5.94,5.88,3.38,118.053936,0,0,0
"530",0.9,"Premium","I","SI2",62.2,59,2826,6.11,6.07,3.79,140.562383,0,0,0
"531",0.7,"Premium","E","VS1",62.2,58,2826,5.66,5.6,3.5,110.936,0,0,0
"532",0.7,"Very Good","D","VS2",63.3,56,2826,5.6,5.58,3.54,110.61792,0,0,0
"533",0.7,"Premium","E","VS1",59.4,61,2826,5.78,5.74,3.42,113.466024,0,0,0
"534",0.9,"Very Good","I","SI2",63.5,56,2826,6.17,6.07,3.88,145.313372,0,0,0
"535",0.78,"Premium","F","SI1",60.8,60,2826,5.97,5.94,3.62,128.371716,0,0,0
"536",0.96,"Ideal","F","I1",60.7,55,2826,6.41,6.37,3.88,158.426996,0,0,0
"537",0.7,"Very Good","D","SI1",62.3,59,2827,5.67,5.7,3.54,114.40926,0,0,0
"538",0.72,"Good","D","VS2",64,54,2827,5.68,5.7,3.64,117.84864,0,0,0
"539",0.79,"Premium","H","VVS2",62.6,58,2827,5.96,5.9,3.71,130.45844,0,0,0
"540",0.7,"Ideal","H","VVS1",61.6,57,2827,5.69,5.74,3.52,114.965312,0,0,0
"541",0.7,"Ideal","H","VVS1",62.3,55,2827,5.66,5.7,3.54,114.20748,0,0,0
"542",0.7,"Ideal","D","SI2",60.6,57,2828,5.74,5.77,3.49,115.588102,0,0,0
"543",1.01,"Premium","H","SI2",61.6,61,2828,6.39,6.31,3.91,157.654719,0,0,0
"544",0.72,"Premium","F","VS1",62.2,58,2829,5.75,5.7,3.56,116.679,0,0,0
"545",0.8,"Good","E","SI2",63.7,54,2829,5.91,5.87,3.75,130.093875,0,0,0
"546",0.59,"Ideal","E","VVS1",62,56,2829,5.36,5.38,3.33,96.026544,0,0,0
"547",0.72,"Ideal","F","VS1",61.7,57,2829,5.77,5.74,3.55,117.57529,0,0,0
"548",0.75,"Premium","E","SI2",61.9,57,2829,5.88,5.82,3.62,123.882192,0,0,0
"549",0.8,"Premium","E","SI2",60.2,57,2829,6.05,6.01,3.63,131.988615,0,0,0
"550",0.71,"Very Good","E","VS2",62.7,59,2830,5.65,5.7,3.56,114.6498,0,0,0
"551",0.77,"Very Good","H","SI1",61.7,56,2830,5.84,5.89,3.62,124.519312,0,0,0
"552",0.97,"Ideal","F","I1",60.7,56,2830,6.41,6.43,3.9,160.74357,0,0,0
"553",0.53,"Ideal","F","VVS1",60.9,57,2830,5.23,5.29,3.19,88.256773,0,0,0
"554",0.53,"Ideal","F","VVS1",61.8,57,2830,5.16,5.19,3.2,85.69728,0,0,0
"555",0.8,"Ideal","I","VS2",62.1,54.4,2830,5.94,5.99,3.7,131.64822,0,0,0
"556",0.9,"Premium","G","SI1",60.6,62,2830,6.21,6.13,3.74,142.371702,0,0,0
"557",0.76,"Very Good","E","SI2",60.8,60,2831,5.89,5.98,3.61,127.152142,0,0,0
